,Texto,sentimiento
2187,berazategui vacuna contra el covid a los vecinos que sean factores de riesgo  via,Positivo
2188,"la pelotudez mata en el rock, en la cumbia, con el covid, en todos lados ojo nestor, es contagioso y la vacuna es la informacion y el estudio",Negativo
2189,"42884947  al menos aqui en argentina con la vacuna rusa a los que ya tuvieron covid se les aplica “por ahora” solo una dosis, la segunda dosis se les aplica despues pero con menos prioridad",Negativo
2190,"veo tanto tuit hablando de salud mental y pienso la pandemia dejo en mis seres queridos mas problemas de salud mental que positivos en covid creo que es por ahi, tenemos que ponernos a pensar como ayudar a salir de esos problemas a los nuestros, con la vacuna no alcanza",Negativo
2191,"☝️ esta manana nos encontramos en la plaza ""la paz"", para salir hacer un casa por casa en la localidad de florida oeste y munro, brindandole a cada vecinx informacion y registrandolxs para recibir la vacuna contra el covid vacunatevilo masvacunasmenoscovid 💉❤️",Positivo
2192,"seguimos informando y pre-inscribiendo para vacunarse contra el covid-19 la vacuna es gratuita, publica y optativapodes inscribirte desde aca 👇🏾 cupolaboraltravestitrans 🌈 buenosairesvacunatelomasdezamora19741",Positivo
2193,"seguimos informando y pre-inscribiendo para vacunarse contra el covid-19 la vacuna es gratuita, publica y optativapodes inscribirte desde aca 👇🏾",Positivo
2194,"💉 vacunate hace patria lxs companerxs de  salieron a pintar las paredes de vicente lopez, concientizando a la aplicacion de la vacuna contra el covid masvacunasmenoscovid ❤️",Negativo
2195,"si la vacuna no es obligatoria, para quiros, los docentes no deberian testearse  y que se hagan cargo de que anden de una escuela a otra sin saber si tiene covid, total los protocolos son seguros y no tienen peligro de ser contagiados",Negativo
2196,"12400 personas dieron positivas de covid luego de aplicarse la primer dosis de pfizer, 69 igual pero con las dos dosis aplicadasme gustaria saber que opinan ahora los loros que tanto hincharon con la vacuna rusalos leo",Negativo
2197,"💉buenos aires vacunateplan provincial gratuito y optativo contra covid-19ahora nos encontramos en la plaza de garin inscribiendo a les vecinxs para recibir la vacuna contra el coronavirusnos cuidamos entre todxs, vacunarse es un acto de solidaridad tambien con el otrx",Negativo
2198,"papa francisco y benedicto xvi reciben la segunda dosis de la vacuna contra el covid-19  via  // una pena que los milagros pasaron de moda, asi esas dosis podian servir para otrxs 🙄",Negativo
2199,santafe vacuna  - covid-19: la provincia distribuyo 7500 nuevas dosis de sputnik v  via,Negativo
2200,salud no esta realizando visitas domiciliarias para constatar el estado de salud de las personas que recibieron la vacuna contra covid-19 vacunacioncovid19,Negativo
2201,"como inscribirse para recibir la vacuna contra el covid-19si estas dentro de los grupos que deben vacunarse, anotate aca  y espera que te confirmen donde y cuando hacerlovacuna covid19 coronavirus salud sanisidro",Negativo
2202,antes que nada aclaro que no tengo animosidad alguna contra marina calabro me pueden explicar porque recibio la vacuna contra el covid o beatriz sarlo tiene razon que hay vacunas por debajo de la mesa,Negativo
2203,esto hacen con tus impuestosmenendez usa la vacuna contra el covid para hacer politicacon una camioneta de grande merlo hacen un anuncio oficial traspasando los limites entre el estado municipal y la politica partidariaque la pandemia no sea una excusa para el atropello,Negativo
2204,ud  se puso  barbijoy cree q solucionando el tema vacuna el pueblo lo va a apoyar-no cumpa alberto no se confie covid 19 es 1problema importante resolver por salud tiene que resolver  tambien pandemia  esta atacando el bolsillo tan o +s grave covid 19  cuidese cumpa,Negativo
2205,"ayer, junto a nuestro companero y concejal _gianella estuvimos en los troncos realizando una nueva jornada de distribucion de alimentos e inscripcion para el plan de vacunacion provincial contra el covid-19la esperanza llega con la vacuna de mano de alberto y cristina 💪",Negativo
2206,"alberto vacuna a los argentinos contra el covid-19, o liberala y q sindicatos obras sociales y prepagas y todos los q puedan la paguen gratis solo para los q no pueden y politicos funcionarios y famosos la paguen y donen una vacuna ademas",Negativo
2207,yo ya me di las dos dosis tb y tuve covid en diciembre te provoco sintomas la vacuna a mi la primer dosis algo mas que la segunda,Positivo
2208,"cada vez q andres se vacuna contra el covid,tiene todos los sientomas queda de cama peor que cuando lo agarro yo toda enfurecida ahhhhhhhhguantia🤣🤣 , na es posta igual,una lastima pobre  jajajaja",Negativo
2209,"_13 muchachos antes de hablar tienen que informarse,la vacuna del covid no es una cura, es que si te contagias no sea tan grave,no mal informen",Positivo
2210,continuamos desde la campora san fernando registrando a las vecinas y vecinos de los barrios del distrito para recibir la vacuna contra el covid-19 la militancia organizada tambien realiza su aporte para poner fin a la pandemiala esperanza esta en marcha 🇦🇷,Negativo
2211,vacunacion contra el covid 💉les dejamos el formulario para todas aquellas personas mayores de 60 que se quieran inscribir para recibir la vacuna,Negativo
2212,"podes anotarte y participar como voluntario del ensayo clinico de la vacuna china cansino, contra el covid-19la convocatoria se hizo a traves de la fundacion huesped",Positivo
2213,"alguien me pde informar a donde hay que anotarse para voluntario de la vacuna alemana , que hoy empezaba la inscripcion covid_19 covid",Negativo
2214,"no creo en ninguna vacuna de covid todas tiene efectos adversos desconocidos las de la gripe, sospechas fundadas, no investigadas por supuesto, de aumentar probabilidad de acv, ataques cardiacos, etc, 2 y 3 anos despues como las aconsejan despues de los 65 anos",Negativo
2215,dicen testigos cubanos que vieron a la madre de yanina latorre camuflada entre homeless intentando darse la segunda dosis de la vacuna contra el covid,Negativo
2216,"podran descubrir la vacuna del covid-19, pero jamas vamos a saber porque masticamos el choclo y lo cagamos entero",Negativo
2217,comenzo la campana de inscripcion e informacion en la lista de espera de la vacuna contra el covid-19en nuestro centro de jubilados y pensionados metalurgicos nueva era abelardo silvero este jueves 4/2 desde las 10:00 a 12:00 horasanotateyavacunatenuevaerauomlamatanza,Negativo
2218,ufel virus se ha diseminado demasiadoy no hablo del covidpara este no hay vacuna,Negativo
2219,🔴 suiza no aprueba la vacuna contra el covid-19 de astrazeneca por datos insuficientes sepa mas 👉,Negativo
2220,2 doc para una amiga que hizo reaccion alergica a unos caramelos para el dolor de garganta la vacuna para covid puede traerle problemas debe consultar,Negativo
2221,ya estan publicados los datos preliminares del ensayo fase clinica iii de la vacuna para el covid-19 sputnik v en the lancet pero no me siento seguro quiero saber que opina el  sputnikv eldipy science medicine vacunascovid19,Negativo
2222,"vacuna sputnik v covid-19la revista cientifica the lancet publico los resultados de los estudios intermedios de los ensayos de fase 3 de la sputnik v que certifican la seguridad y eficacia del 91,6% contra covid-19 sintomatico con aplicacion de sus 2 dosis y no registra eventos",Negativo
2223,"a este ritmo de aplicacion de la vacuna, argentina tardaria mas de trece anos en estar completamente inmunizada contra el covid-19todo, absolutamente todo en este bendito pais, es chamuyo",Negativo
2224,"👏👏👏👏👏""la vacuna sputnik v contra la covid-19 tiene una eficacia del 916%, segun the lancet""",Positivo
2225,neuquen ya vacuna a los mayores de 80 anos contra el covid-19,Negativo
2226,"siguiendo con la divulgacion cientifica luego de la sandia, como todo el mundo sabe si comes salame despues de darte la antitetanica te morisgines y el conicet estan investigando si solo con la vacuna contra el covid alcanza sin necesidad del salamebuen dia gente⚪🔴⚪",Negativo
2227,ahora  [movil]desde estadio ruca che: comienza la etapa de vacunacion de las personas de entre 80 y 90 anos de edad que se registraron para recibir de forma voluntaria la vacuna contra el covid-19 👤amplia  quorum noticias🔊 1400 neuquen,Positivo
2228,ahora  [movil]desde estadio ruca che: comienza la etapa de vacunacion de las personas de entre 80 y 90 anos de edad que se registraron para recibir de forma voluntaria de la vacuna contra el covid-19 👤amplia  quorum noticias🔊 1400 neuquen,Positivo
2229,"el dano que hace el covid es alarmante , lo pase , no veo la hora de poner la vacuna que sea ✌",Negativo
2230,"que lastima el mismo dia que todos celebrabamos la segura efectividad de la vacuna rusa, el intendente de bragado contrajo el covid 19 luego de haberse inoculado las dos dosis de la risa, quiero decir rusa",Negativo
2231,"64_ problema enfermo con covid al darse la vacuna los test pueden dar falsos positivos si una vacuna no otorga inmunidad, no sirve para nada",Negativo
2232,"en bahia blanca, dio positivo de covid una enfermera del hospital privado del sur, luego de aplicarse la vacuna sputnik",Negativo
2233,un intendente que recibio la segunda vacuna tiene covid-19  via 3com,Negativo
2234,mmmm  un intendente que recibio la segunda vacuna tiene covid-19  via 3com,Negativo
2235,gracias de q a esta chorra hdp si lo primero q hizo fue protegerse ella con la vacuna y vos ckumpa solo aplaudiendo cagandote de hambre y muriendote de covid 48000 mil muertos kumpa 48000,Positivo
2236,me encanta que el mundo este preocupado con la vacuna y el covid y brasil con un reality show,Positivo
2237,"75   es que tampoco que una revista haga un analisis le da certeza sobre la vacuna, fueron producidas en emergencia por lo tanto el grado de efectividad es relativo, hoy un intendente dio positivo por covid luego de vacunarse con ambas dosis, por algo nadie la aprueba a la sputnik",Negativo
2238,"entiendo que no sabemos que dia terminara la pandemia, pero cada muerte por covid-19 que suceda en estos meses teniendo la vacuna a la vuelta de la esquina, me produce muchisima angustia realmente",Negativo
2239,"la revista cientifica “the lancet” publico los resultados satisfactorios de los estudios de la fase 3 de la vacuna sputnik v donde se muestra la seguridad y eficiencia del 91,6% contra la covid-19",Positivo
2240,estoy mirando la nota del intendente vacunado en baradero y contagiado de covid segun el ministro quiroz en el programa de doman dijo que la vacuna no es para que no te contagies sino para que  si te contagias sea mas leve nada mas,Negativo
2241,"si te diste la vacuna rusa, quedate mas tranquilo, parece que no hace mal pero atenti que parece que igual te podes agarrar covid una de cal, otra de arena",Negativo
2242,"donde pueden inscribirse para recibir la vacuna que protege del covid-19 o coronavirus en concaran, san luis, argentina",Negativo
2243,comenzaron a aplicar la vacuna contra el covid-19 🦠,Negativo
2244,pfizer proyecta ganar 15 mil millones de dolares por su vacuna de covid-19 en el 2021,Negativo
2245,☑️ayudamos en la inscripcion para la vacunacion☑️fortalecemos cuidados para evitar el contagio de covid-19☑️concientizamos sobre la importancia de la vacuna☑️promovemos una mejor convivencia ciudadanacuidarnos a todas y todos es nuestra responsabilidad es nuestro orgullo,Positivo
2246,blackrock desarrolla el mercado “privado” de la vacuna contra el covid,Positivo
2247,"👉📢el analisis incluyo datos de 19866 voluntarios, que recibieron tanto la primera como la segunda dosis de la vacuna sputnik v, o su placebo, en el punto de control final, de 78 casos confirmados de covid-19",Negativo
2248,"""la vacuna sputnik v contra la covid-19 tiene una eficacia del 916%, segun the lancet""",Positivo
2249,"el dano al conicet que le hace la presencia entre sus filas de la brutisima pitta, no se contraresta ni con la vacuna argentina, la cura del covid y tres premios nobel",Negativo
2250,"malvinas argentinas,  mas de mil adultos mayores inscriptos para recibir la vacuna contra el covid-19 seguimosestandocerca cuidarteescuidarnos",Negativo
2251,"pero si el  habia dicho otra cosa 🤦🏻‍♂️""la vacuna sputnik v contra la covid-19 tiene una eficacia del 916%, segun the lancet""",Positivo
2252,llegaron mas vacunas a nuestra provinciaes la tercera tanda del primer componente de la vacuna para continuar la inmunizacion contra covid-19 al personal sanitario de hospitales publicos y privados de saltagobiernopresente sigamoscuidandonos lapandemiacontinua,Positivo
2253,"soy bioquimica entro todo el tiempo a la terapia covid ya me contagie y contagie a esposo y secretaria tengo pocos anticuerpos lo peor fue la culpa de haber contagiado me di la vacuna pq no quiero volver a pasar por eso, no la enfermedad pq fue leve, sino la culpa",Negativo
2254,"larreta ya tuvo covid si se vacuna o no es cosa de el kichillof que no joda mas con caba y que intente gobernar a ver si logra  controlar la violencia y los robos en su provincia en el conurbano no se puede caminar, es tierra de nadie",Negativo
2255,_sin una vacuna probada solo en 30000 q ni los propios rusos quieren ponerse obvio q nadie se quiere poner veneno tenes las mismas chances de generar anticuerpos de forma natural que de pescarte el covid con la vacuna fijate la cantidad de eventos en gente q se aplico la vacuna,Negativo
2256,como funciona la vacuna gamaleya,Negativo
2257,coincido bastantey hasta elmomento decidi esperar como medica habiendo pasado por el covidpero entiendo que elmedico de guardia o uti en primera fila de batalla no tiene otra vacuna y no sabemos si llegaran por ende entiendo que se vacunen es una cuestion de fe lamento,Negativo
2258,"""ninos sovieticos pensando ya en la vacuna del covid en 1961 demostrando porque el socialismo es estetica y moralmente superior"" camarada mileivich",Negativo
2259,"mi hermana y mi cunado, medicos en brasil, recibieron hoy a la tarde la vacuna de astra zeneca, a pesar de estar ambos recien recuperados y de alta de covid-19 lo que es vivir en paises sin peronismo",Negativo
2260,🔴✅miguel volonnino apoya la campana de la vacuna contra el covid-19 en tapiales mira 👇tapiales lamatanza coronaviruspandemia vacunascovid19,Positivo
2261,alguien dudaria en vacunarse con la vacuna sabin oral y  contra la viruela y contra las paperas y contra el tetanos pero contra el covid-19 las vacunas contra el coronavirus  dudarian en ponersela,Negativo
2262,"che, y si me dejaran comprar una vacuna contra el covid, cuanto costaria",Negativo
2263,"ojala que despues de ponernos el chip 5g que viene en la vacuna contra el covid y que lo usan para controlar nuestras mentes e instaurar el nuevo orden mundial, se escuche: “la vashe de datos de virus ha shido actualishada”",Positivo
2264,"primero consigan una vacuna, despues traigan los papers mientras tanto aumento fernandez sigue matando gente, por covid por hambre o por los presos que libero si tenes algo de verguenza llamare a silenciomilitante de la pobreza",Negativo
2265,"si el covid tuviera una mortalidad como la de la viruela, se lanzarian encima de cualquier vacuna como del viagra👇",Negativo
2266,"el ejercicio fisico permite que la persona este en estado y no sufra, las consecuencias de una infeccion grave o severa por covid-19 “matenete saludable , actividad fisica la mejor vacuna , veniagerbosport “",Negativo
2267,"nuestro compromiso desde el  es garantizar la vacuna de covid-19 al 70% de la poblacion, y destinaremos los recursos que sean necesarios para alcanzar esta meta legislaturacba2021",Positivo
2268,johnson   via ://twittercom/eleconomista,Positivo
2269,no entiendo como todavia no encontramos la vacuna argenta para el covid,Negativo
2270,"la gente tiene la idea que la vacuna lo va a proteger 100% les da covid leve y putearan al laboratorio, conozco a mi gente chibchombiana",Negativo
2271,estamos a nada de poder recibir la vacuna del covid(,Negativo
2272,"en un principio dijeron q ni habia q politizar la vacuna y miren lo q hicieron mienten en todo, tb los datos covid y ahora para mejor engano daran los partes una vez por semana es el peor gobierno de la historia argentina",Negativo
2273,"me da mas miedo darme la vacuna,q el mismo covid no hay buena informacion",Negativo
2274,la vacuna santafesina contra el covid: en que fase esta  via,Negativo
2275,1969 bien ahi chiqui q te aumenta la pobreza la desocupacion la ignorancia los muertos por covid o los boludos q esperan la vacuna y ya los vacunaron ah perdon mala mia todo junto bien ahi companero,Negativo
2276,1 pensalo asi: gente asustada xq piensa q se muere manana x covid no hay vacuna q te salve y de repente te ponen en una lista para vacunarte vinieron a salvarte los votas,Negativo
2277,"tiene que prohibirse la vacunacion en locales o haces politicas, sea de quien sea solo en hospitales, sanatorios, farmacias, centros de vacunaciones y eventualmente en algunas escuelas el uso politico de la vacuna contra el covid 19, es miserable, obsceno y denigrante",Negativo
2278,formulario para inscribirse para la vacuna covid -19,Negativo
2279,🚨la vacuna contra el covid se aplicara 16 escuelas de la matanza: cuales son👇lamatanza alerta pandemia coronavirus salud,Negativo
2280,los paises con mas recursos acaparan mas de un 99% de las dosis de la vacuna del covid-19  via _argentina,Positivo
2281,"rusia lanzara la sputnik_light, una vacuna de una dosis contra el covid_19",Positivo
2282,🔵 acercate a nuestros puntos de informacion sobre la vacuna del covid-19nuestrxs companerxs te asesoran con la preinscripcion yomevacuno covid19 sihayvacunahayfuturo masvacunasmascuidados sputnik 💉,Negativo
2283,medicos sin fronteras,Negativo
2284,"🙌🏻 | ingresa a  y registrate cuando el cronograma de vacunacion este confirmado para el grupo del que formas parte, recibiras una notificacion por las vias registradasla vacuna es la mejor herramienta para luchar contra el covid-19 ❤️",Positivo
2285,😷preinscripcion para la vacuna contra el covid-19 👩🏻‍🦱,Negativo
2286,"5n seria un importante avance en la lucha contra el covidal menos quien pudiera costearse la vacuna lo haria y hubiese menos circulacion del virus, o mas freno al descontrolado mapa de contagiosidad",Positivo
2287,"ultimahora: ""la ema aprueba el uso de la vacuna covid-19 de astrazeneca""",Negativo
2288,"celebramos el laburo de  y la militancia que, con compromiso y solidaridad, colaboran para que lxs vecinxs puedan inscribirse para recibir la vacuna contra el covid-19 en este momento tan dificil, militar la salud es un orgullo el problema es vaciarla, ",Negativo
2289,"si argentina negociaba con los laboratorios ingleses o yankis a este momento no hubiesemos puesto ninguna vacuna contra el covid-19, ni a los medicos siquiera porque porque el que mas guita pone la tiene  estariamos en el lugar 30 esperando miren los quilombos europeos",Negativo
2290,"peron decia que la ""verdadera politica es la geopolitica""este tiempo historico lo esta demostrando con creces con el tema de la vacuna del covid 19masvacunasmenoscovid vacunasenguerra",Negativo
2291,"hoy recibi  la primer dosis de la vacuna sputnik v contra el covid-19, en el hospital municipal “eva peron” del ente descentralizado dr alfredo saintoutopte por colocarmela ya que tengo absoluta confianza en esta vacuna y en todas las que cuenten con la aprobacion de la anmat",Positivo
2292,👉personal del cucaiba recibio hoy la segunda dosis de la vacuna  contra el covid-19 en el vacunatorio regional del   🙌🙌entre todas y todos nos seguimos cuidando 🙌    _leone,Positivo
2293,chile recibe hoy dos millones de vacunas chinas,Negativo
2294,"hola belen, una consulta que me gustaria que trasladen a quien corresponda: va a haber vacunacion antigripal comun la vacuna para el covid sirve para todas las otras cepas preexistentes gracias",Positivo
2295,"te acercamos toda la informacion sobre el esquema de vacunacion contra covid-19, quienes deben recibir la vacuna y que hacer si aparecen efectos adversos 👇🏽elijovacunarme",Negativo
2296,"lo mas comico es que af le prometio a andres arauz, candidato a presidente de ecuador (el pollo del delincuente rafael correa que iba a darle 4 millones de dosis de la vacuna contra el covid vamos a ver que mentira inventa para justificarse que no podra darle ni una puta dosis",Negativo
2297,"lo busque y ahora tiene otro titulo, lo habran cambiado",Negativo
2298,"que le pasa a los humanoides que  se creen muy importantes repitiendo - yo no me pongo la vacuna hasta que este probada durante 5 anos y nanana, despues viene un virus de 60 nanometros y se los carga de un estornudo y se quejan sigan participando inmortales del covid😛",Positivo
2299,24com escucho a capitelli me di todas las vacunas posibles la de la gripe era argentina el problema es politico no compraron todas las vacunas posibles solo la sputnik tengo 79 anos y soy quimica quiero una vacuna contra covid-19,Negativo
2300,"_turner  no se nada de futbol, pero que bien que me cae este senor 👏",Negativo
2301,carloscasaresvacunatesi aun no te inscribiste y necesitas ayudaahora podes acercarte a la salita de tu barrio y te ayudamos a registrarte para recibir la vacuna contra el covidtambien podes hacerlo ingresando  a la web🔗,Negativo
2302,claro y un perro mordio a un humano,Negativo
2303,nadie habla de los que tuvimos covid y generamos anticuerpos mucho menos el prospecto minga que me voy a vacunar hasta que no de negativo el analisis no pienso ponerme ninguna vacuna,Negativo
2304,"ahora finalmente, esta noche saldra un avion de aerolineas argentinas hacia rusia a buscar un nuevo cargamento de la vacuna sputnik vcovid_19 argentina",Negativo
2305,__olmos con razon alguien dijo q lo q se viene por covid-19 sera peor no tenemos vacuna alguna lo sabian y nos enganaron pregunto eh desastre sanitario 😩😩😩😩,Negativo
2306,_org_ar va a haber que anotarse para la vacuna contra el covid,Negativo
2307,7 la vacuna rusa te da todos los sintomas del covid una vez inyectada,Negativo
2308,630  2       con tristeza digo que vivimos en un pais de cuarta con gobernantes mas truchos  que la vacuna por otro lado les digo que investiguen que colocan en todas las vacunas covid 19 para cambiar el adn de la po blacion mundial  ninguna vacuna para covid es aceptable ,Negativo
2309,"recien el tirabombas  dijo en radio 10, "" me preocupa la vacuna, (sputnik, porq el intendente de miramar, se fue a vacunar, y cinco dias despues, le da coronavirus "" a ver sr si le dio 5 dias despues de vacunarse, cuando lo hizo ya tenia covid-19,",Negativo
2310,"quiero la vacuna contra el covid en el cronograma obligatorio de vacunacion la pandemia afecta el animo  y obvio la economia de la poblacion, pero felicito a  y  por vacunar saldremos adelante",Positivo
2311,pagaria lo que sea por una buena vacuna contra el covid para mis abuelos,Positivo
2312,pais por pais: en vivo el mapa de la vacunacion contra el covid-19 en el mundo,Negativo
2313,la solucion esta en venezuela para el covidte de maloquillo o 10 gotitas de carvatrivir esperando la vacuna sputnik   algun dia ,Negativo
2314,"[plan de vacunacion contra el covid-19] alberto rodriguez saa: “la vacuna es una enorme esperanza para el mundo, la argentina y la provincia”  via",Positivo
2315,"una guaranga  : esta visto que la vacuna contra covid 19 tardaria hasta marzo o abril justo cuando estariamos por darnos la de la gripe a  se recomienda dar las dos , habria incompatibilidad  gracias",Positivo
2316,"haber periodistas, las vacas no van a vos, vos tenes que buscarlas, mucho mas complejo porque no podemos empezar algo serio en argentina, como es vacunarnos c/covid tanta parodia se buscan, se distribuyen, se vacuna y listo no es opereta politica, es nuestra salud",Positivo
2317,hh ace varios dias que intento registrarme para la aplicacion de la vacuna contra el covid y cuando aprieto mayor de 60 anos me sale una cruz roja y me invalida el tramite como debo hacer para registrarme tengo 71 anos,Negativo
2318,"hoy, en nuestro hospital municipal recibi la primer dosis de la vacuna sputnik v contra el covid todo mi agradecimiento y reconocimiento al personal de salud por el enorme esfuerzo que estan haciendo en esta pandemiacarloscasaresvacunate buenosairesvacunate",Positivo
2319,"por que a cristina, a su titere y al inutil de gines les dan la vacuna antes que al resto de los viejos, si ,todos comparten los riesgos mortales ante el covid 19 simplemente para recordar ante todas y todos y todes que este es un feroz y desvergonzado regimen feudal",Negativo
2320,"aca dice quiros que van a empezar a registrar a medida que caba vaya recibiendo las vacunas que un poco es para que los que se anoten no se impacientes esperando la vacuna no te miento, eso dice casi al final de esta grabacion 👇",Negativo
2321,me gustaria saber cual es el plan de vacunacion para las personas que residimos en la caba    covid_19 vacuna,Positivo
2322,"""cristina kirchner recibio vacuna contra la covid-19""hayvacunahayfuturo",Negativo
2323,alguien me puede decir por que axel kicillof se vacuno si no esta incluido entre los grupos de riesgos que recibiran primero la vacunahay mas de un millon de inscriptos para vacunarse contra el covid en la provincia de buenos aires,Negativo
2324,ni poniendome la vacuna del covid supero a tini y khea en ella dice live session dammmmn 🤦🏽‍♀️🤯😳💖,Positivo
2325,cristina recibio la vacuna sputnik v contra el covid 19  en el hospital presidente peron de avellaneda 💪🏾❤vacunate convid19 noscuidamosentretodos  elbarbijo,Negativo
2326,covid_19 plandevacunacioncovid19 sputnikv  se aplico la vacuna rusa contra el coronavirus en argentina,Positivo
2327,hoy me di la vacuna/placebo de cansino biologicsya estoy sintiendo el chip entrando a mi cerebroapuesten y en un ano vemoscansinobiologics vacunacovid19 covid masvacunasmenoscovid argentina investigacion institutomedicoplatense  chip placebo,Negativo
2328,"triste y preocupante el avance de contagios""merkel insto a los alemanes a dejar de quejarse por el lento lanzamiento de la vacuna contra covid-19, y defendio la decision de extender el bloqueo segun sea necesario para detener la variante mas agresiva"" 😳",Negativo
2329,estuvimos informando y charlando con los vecinos y vecinas de nuestros barrios sobre como registrarse para aplicarse la vacuna contra el covid 19 en diferentes puntos de laferrere💚 gonzalezcatan isidrocasanova👈 rafaelcastillo virreydelpino vacunacovid19 vacunate,Negativo
2330,"hoy, durante toda la jornada, la militancia asesoro a les vecines de hurlingham, morris y tesei para acceder a la vacuna contra el covid vacunarse es un acto de amor, responsabilidad y solidaridad",Negativo
2331,"_neo  con la hepatitis pasa lo mismo si estas vacunado no vas a saber si el anti ag de sup es de la vacuna o si te enfermaste lo distinguis solo con el ag ojo no es que soy fan de sputnik ni nada de eso, es lo q hay y me di porque entro todo el tiempo a los covid y antes q nada",Negativo
2332,"_neo  y bueno, estamos en argentina el anticuerpo de la vacuna es contra la proteina s que es el gen que tiene la vacuna y el covid ar es justamente con ese antigeno obtenido de forma recombinante para medir igg contra la s",Negativo
2333,"la verdad a mi ni me preocupa vacunarme me alcanza con que vacunen a todos los que me rodean, que el covid deje de circular, y listo independientemente de que soy voluntario de la vacuna jansenn, o sea quizas ya la tengo, quizas tengo el placebo lo que quiero es que termine",Negativo
2334,la carrera del covid y la vacuna en inglaterra un espejo_pais,Negativo
2335,nuestro personal de salud municipal recibio la segunda dosis de la vacuna contra en covidvos ya te registraste para recibir la vacuna lo podes ingresando a la web  carloscasaresvacunate,Negativo
2336,recomiendan en francia extender dosis de vacunacion contra covid-19  via 8,Negativo
2337,"cuando los adultos mayores de la caba, sabremos sobre la aplicacion de la vacuna contra el covid v",Negativo
2338,"se imaginan la vacuna contra el covid durante el macrismo:""se vacunan solo quienes tengan un patrimonio arriba de x millones de """,Negativo
2339,denunciaron que dos enfermeras se contagiaron de covid-19 tras darse la vacuna,Negativo
2340,en san carlos realizando una campana de concientizacion por la vacuna contra el covid-19 laplatavacunate buenosairesvacunate   _bianco,Positivo
2341,"750 claro que es hermosa vivi hasta hace 8 anos y la amoigual tranqui, la gente del conurbano africanizado no se van a mover de ahi para recibir la vacuna contra el covid no se si te llego entre tantas baldosas nuevas, pero hay una pandemia, la gente se enferma y  muere, un bajon",Negativo
2342,"_emilio por lo que voy leyendo, con esta vacuna o con otras, hay que seguir cuidandose luego de la primera dosis como tambien, si ya tuviste covid 19, aparentemente, la inmunizacion solo dura unos pocos meses 🤷🏻‍♀️",Negativo
2343,denuncian que dos enfermeras volvieron a contraer covid tras darse la vacuna,Negativo
2344,el servicio de infectologia junto con el comite de control de infecciones del hospital italiano de buenos aires recopilaron una serie de respuestas a las dudas mas comunes sobre la vacuna para el covid-19,Positivo
2345,gremios maritimos y portuarios agrupados para acompanar la campana nacional de vacunacion contra covid-19 del partido de general pueyrredon en pos de dar respuestas concretas y sostener la cadena de frio donde se almacenan las vacunas,Negativo
2346,denuncian que dos enfermeras volvieron a contraer covid tras darse la vacuna  via,Positivo
2347,a la tasa actual de vacunacion en argentina me tocaria la vacuna entre el 2025 y el 2028 con razon las personas viajan a otros paises aca les dejo la calculadora de turno de vacunacion estimada:  que tengan buena noche,Positivo
2348,estoy cenando con la primera persona que conozco que tiene los dos padres ya vacunados con las dosis de la vacuna contra el covid y no lo puedo creer,Negativo
2349,"en el hospital posadas""alberto fernandez es el primer presidente en recibir la vacuna contra la covid-19 en america latina""",Negativo
2350,esta manana llegaron al hospital municipal las primeras 100 dosis del segundo componente de la vacuna contra el covid-19 durante la proxima semana arribarian las 350 dosis restantes a fin de llegar a las 450 que se aplicaron en este centro asistencial,Negativo
2351,ojala le agarre covid y no consiga vacuna por mogolico,Negativo
2352,no se quieren poner la vacuna contra el covid pero andan chupando pijas con un monton de ets en cualquier bano publico algo no me cierra 🤨,Negativo
2353,mas alla de que no votaste a este gobiernotenes que ser un hijo de puta desear que la vacuna contra el covid salga mal 🤡,Negativo
2354,finalmente me llamaron y aqui estoy ya pinchada formo parte del estudio de la vacuna cansino bio para inmunizar contra el covid de 1 sola dosis ungranitoparaelfuturo,Negativo
2355,"idea loca: el gobierno elige una ciudad chica con mucho covid y permite que todos ahi se vacunen, sin prioridades, todos al mes el descenso en la enfermedad deberia ser contundente eso seria muy positivo para mostrar que una vacuna (la sputnik v, put ejemplo funciona",Negativo
2356,"uno ya lo sabe que es una nueva opereta contra el gobiernotienen mucha bronca por lo de la vacunaescuchando a la borracha decir que si no abren las escuelas va a ver quilombo te das cuenta que es una opereta politica,para ver si pueden llenar de covid capital y africa",Negativo
2357,el presidente argentino se vacuno contra el covid con la vacuna rusay la vice  y diputados y senadores ambas camaras  tienen legisladores jurasicos 🦕🦕,Negativo
2358,calculadora: cuando te va a tocar recibir la vacuna contra el covid,Negativo
2359,alberto fernandez recibe la primera dosis de la vacuna rusa contra la covid-19el presidente argentino es el primer mandatario en inmunizarse en america latina el pais espera recibir cinco millones de dosis en lo que resta de enero,Negativo
2360,"""alberto fernandez es el primer presidente en recibir la vacuna contra la covid-19 en america latina""",Negativo
2361,me gustaria saber si es cierto que la cd le dijo no a la posibilidad de dar la vacuna contra el covid en el duco,Negativo
2362,"felicitaciones querido presidente ""alberto fernandez es el primer presidente en recibir la vacuna contra la covid-19 en america latina""",Negativo
2363,"intrusosoficial la vacuna del covid no es obligatoria, pero no vas a poder viajar si no tenes  la vacuna y asi van a ir agregando prohibiciones si no te pones",Negativo
2364,"senor usted esta en edad de darse la vacuna para el covid, no se haga el garchandor serial circule",Negativo
